done writing
done reading
done reading
done writing
8096 bytes | received 8096 bytes
wrote 45345696 bytes | received 45345696 bytes
wrote 45353792 bytes | received 45345696 bytes
wrote 45353792 bytes | received 45353792 bytes
wrote 45361888 bytes | received 45353792 bytes
wrote 45361888 bytes | received 45361888 bytes
wrote 45369984 bytes | received 45361888 bytes
wrote 45369984 bytes | received 45369984 bytes
wrote 45378080 bytes | received 45369984 bytes
wrote 45378080 bytes | received 45378080 bytes
wrote 45386176 bytes | received 45378080 bytes
wrote 45386176 bytes | received 45386176 bytes
wrote 45394272 bytes | received 45386176 bytes
wrote 45394272 bytes | received 45394272 bytes
wrote 45402368 bytes | received 45394272 bytes
wrote 45402368 bytes | received 45402368 bytes
wrote 45410464 bytes | received 45402368 bytes
wrote 45410464 bytes | received 45410464 bytes
wrote 45418560 bytes | received 45410464 bytes
wrote 45418560 bytes | received 45418560 bytes
wrote 45426656 bytes | received 45418560 bytes
wrote 45426656 bytes | received 45426656 bytes
wrote 45434752 bytes | received 45426656 bytes
wrote 45434752 bytes | received 45434752 bytes
wrote 45442848 bytes | received 45434752 bytes
wrote 45442848 bytes | received 45442848 bytes
wrote 45450944 bytes | received 45442848 bytes
wrote 45450944 bytes | received 45450944 bytes
wrote 45459040 bytes | received 45450944 bytes
wrote 45459040 bytes | received 45459040 bytes
wrote 45467136 bytes | received 45459040 bytes
wrote 45467136 bytes | received 45467136 bytes
wrote 45475232 bytes | received 45467136 bytes
wrote 45475232 bytes | received 45475232 bytes
wrote 45483328 bytes | received 45475232 bytes
wrote 45483328 bytes | received 45483328 bytes
wrote 45491424 bytes | received 45483328 bytes
wrote 45491424 bytes | received 45491424 bytes
wrote 45499520 bytes | received 45491424 bytes
wrote 45499520 bytes | received 45499520 bytes
wrote 45507616 bytes | received 45499520 bytes
wrote 45507616 bytes | received 45507616 bytes
wrote 45515712 bytes | received 45507616 bytes
wrote 45515712 bytes | received 45515712 bytes
wrote 45523808 bytes | received 45515712 bytes
wrote 45523808 bytes | received 45523808 bytes
wrote 45531904 bytes | received 45523808 bytes
wrote 45531904 bytes | received 45531904 bytes
wrote 45540000 bytes | received 45531904 bytes
wrote 45540000 bytes | received 45540000 bytes
wrote 45548096 bytes | received 45540000 bytes
wrote 45548096 bytes | received 45548096 bytes
wrote 45556192 bytes | received 45548096 bytes
wrote 45556192 bytes | received 45556192 bytes
wrote 45564288 bytes | received 45556192 bytes
wrote 45564288 bytes | received 45564288 bytes
wrote 45572384 bytes | received 45564288 bytes
wrote 45572384 bytes | received 45572384 bytes
wrote 45580480 bytes | received 45572384 bytes
wrote 45580480 bytes | received 45580480 bytes
wrote 45588576 bytes | received 45580480 bytes
wrote 45588576 bytes | received 45588576 bytes
wrote 45596672 bytes | received 45588576 bytes
wrote 45596672 bytes | received 45596672 bytes
wrote 45604768 bytes | received 45596672 bytes
wrote 45604768 bytes | received 45604768 bytes
wrote 45612864 bytes | received 45604768 bytes
wrote 45612864 bytes | received 45612864 bytes
wrote 45620960 bytes | received 45612864 bytes
wrote 45620960 bytes | received 45620960 bytes
wrote 45629056 bytes | received 45620960 bytes
wrote 45629056 bytes | received 45629056 bytes
wrote 45637152 bytes | received 45629056 bytes
wrote 45637152 bytes | received 45637152 bytes
wrote 45645248 bytes | received 45637152 bytes
wrote 45645248 bytes | received 45645248 bytes
wrote 45653344 bytes | received 45645248 bytes
wrote 45653344 bytes | received 45653344 bytes
wrote 45661440 bytes | received 45653344 bytes
wrote 45661440 bytes | received 45661440 bytes
wrote 45669536 bytes | received 45661440 bytes
wrote 45669536 bytes | received 45669536 bytes
wrote 45677632 bytes | received 45669536 bytes
wrote 45677632 bytes | received 45677632 bytes
wrote 45685728 bytes | received 45677632 bytes
wrote 45685728 bytes | received 45685728 bytes
wrote 45693824 bytes | received 45685728 bytes
wrote 45693824 bytes | received 45693824 bytes
wrote 45701920 bytes | received 45693824 bytes
wrote 45701920 bytes | received 45701920 bytes
wrote 45710016 bytes | received 45701920 bytes
wrote 45710016 bytes | received 45710016 bytes
wrote 45718112 bytes | received 45710016 bytes
wrote 45718112 bytes | received 45718112 bytes
wrote 45726208 bytes | received 45718112 bytes
wrote 45726208 bytes | received 45726208 bytes
wrote 45734304 bytes | received 45726208 bytes
wrote 45734304 bytes | received 45734304 bytes
wrote 45742400 bytes | received 45734304 bytes
wrote 45742400 bytes | received 45742400 bytes
wrote 45750496 bytes | received 45742400 bytes
wrote 45750496 bytes | received 45750496 bytes
wrote 45758592 bytes | received 45750496 bytes
wrote 45758592 bytes | received 45758592 bytes
wrote 45766688 bytes | received 45758592 bytes
wrote 45766688 bytes | received 45766688 bytes
wrote 45774784 bytes | received 45766688 bytes
wrote 45774784 bytes | received 45774784 bytes
wrote 45782880 bytes | received 45774784 bytes
wrote 45782880 bytes | received 45782880 bytes
wrote 45790976 bytes | received 45782880 bytes
wrote 45790976 bytes | received 45790976 bytes
wrote 45799072 bytes | received 45790976 bytes
wrote 45799072 bytes | received 45799072 bytes
wrote 45807168 bytes | received 45799072 bytes
wrote 45807168 bytes | received 45807168 bytes
wrote 45815264 bytes | received 45807168 bytes
wrote 45815264 bytes | received 45815264 bytes
wrote 45823360 bytes | received 45815264 bytes
wrote 45823360 bytes | received 45823360 bytes
wrote 45831456 bytes | received 45823360 bytes
wrote 45831456 bytes | received 45831456 bytes
wrote 45839552 bytes | received 45831456 bytes
wrote 45839552 bytes | received 45839552 bytes
wrote 45847648 bytes | received 45839552 bytes
wrote 45847648 bytes | received 45847648 bytes
wrote 45855744 bytes | received 45847648 bytes
wrote 45855744 bytes | received 45855744 bytes
wrote 45863840 bytes | received 45855744 bytes
wrote 45863840 bytes | received 45863840 bytes
wrote 45871936 bytes | received 45863840 bytes
wrote 45871936 bytes | received 45871936 bytes
wrote 45880032 bytes | received 45871936 bytes
wrote 45880032 bytes | received 45880032 bytes
wrote 45888128 bytes | received 45880032 bytes
wrote 45888128 bytes | received 45888128 bytes
wrote 45896224 bytes | received 45888128 bytes
wrote 45896224 bytes | received 45896224 bytes
wrote 45904320 bytes | received 45896224 bytes
wrote 45904320 bytes | received 45904320 bytes
wrote 45912416 bytes | received 45904320 bytes
wrote 45912416 bytes | received 45912416 bytes
wrote 45920512 bytes | received 45912416 bytes
wrote 45920512 bytes | received 45920512 bytes
wrote 45928608 bytes | received 45920512 bytes
wrote 45928608 bytes | received 45928608 bytes
wrote 45936704 bytes | received 45928608 bytes
wrote 45936704 bytes | received 45936704 bytes
wrote 45944800 bytes | received 45936704 bytes
wrote 45944800 bytes | received 45944800 bytes
wrote 45952896 bytes | received 45944800 bytes
wrote 45952896 bytes | received 45952896 bytes
wrote 45960992 bytes | received 45952896 bytes
wrote 45960992 bytes | received 45960992 bytes
wrote 45969088 bytes | received 45960992 bytes
wrote 45969088 bytes | received 45969088 bytes
wrote 45977184 bytes | received 45969088 bytes
wrote 45977184 bytes | received 45977184 bytes
wrote 45985280 bytes | received 45977184 bytes
wrote 45985280 bytes | received 45985280 bytes
wrote 45993376 bytes | received 45985280 bytes
wrote 45993376 bytes | received 45993376 bytes
wrote 46001472 bytes | received 45993376 bytes
wrote 46001472 bytes | received 46001472 bytes
wrote 46009568 bytes | received 46001472 bytes
wrote 46009568 bytes | received 46009568 bytes
wrote 46017664 bytes | received 46009568 bytes
wrote 46017664 bytes | received 46017664 bytes
wrote 46025760 bytes | received 46017664 bytes
wrote 46025760 bytes | received 46025760 bytes
wrote 46033856 bytes | received 46025760 bytes
wrote 46033856 bytes | received 46033856 bytes
wrote 46041952 bytes | received 46033856 bytes
wrote 46041952 bytes | received 46041952 bytes
wrote 46050048 bytes | received 46041952 bytes
wrote 46050048 bytes | received 46050048 bytes
wrote 46058144 bytes | received 46050048 bytes
wrote 46058144 bytes | received 46058144 bytes
wrote 46066240 bytes | received 46058144 bytes
wrote 46066240 bytes | received 46066240 bytes
wrote 46074336 bytes | received 46066240 bytes
wrote 46074336 bytes | received 46074336 bytes
wrote 46082432 bytes | received 46074336 bytes
wrote 46082432 bytes | received 46082432 bytes
wrote 46090528 bytes | received 46082432 bytes
wrote 46090528 bytes | received 46090528 bytes
wrote 46098624 bytes | received 46090528 bytes
wrote 46098624 bytes | received 46098624 bytes
wrote 46106720 bytes | received 46098624 bytes
wrote 46106720 bytes | received 46106720 bytes
wrote 46114816 bytes | received 46106720 bytes
wrote 46114816 bytes | received 46114816 bytes
wrote 46122912 bytes | received 46114816 bytes
wrote 46122912 bytes | received 46122912 bytes
wrote 46131008 bytes | received 46122912 bytes
wrote 46131008 bytes | received 46131008 bytes
wrote 46139104 bytes | received 46131008 bytes
wrote 46139104 bytes | received 46139104 bytes
wrote 46147200 bytes | received 46139104 bytes
wrote 46147200 bytes | received 46147200 bytes
wrote 46155296 bytes | received 46147200 bytes
wrote 46155296 bytes | received 46155296 bytes
wrote 46163392 bytes | received 46155296 bytes
wrote 46163392 bytes | received 46163392 bytes
wrote 46171488 bytes | received 46163392 bytes
wrote 46171488 bytes | received 46171488 bytes
wrote 46179584 bytes | received 46171488 bytes
wrote 46179584 bytes | received 46179584 bytes
wrote 46187680 bytes | received 46179584 bytes
wrote 46187680 bytes | received 46187680 bytes
wrote 46195776 bytes | received 46187680 bytes
wrote 46195776 bytes | received 46195776 bytes
wrote 46203872 bytes | received 46195776 bytes
wrote 46203872 bytes | received 46203872 bytes
wrote 46211968 bytes | received 46203872 bytes
wrote 46211968 bytes | received 46211968 bytes
wrote 46220064 bytes | received 46211968 bytes
wrote 46220064 bytes | received 46220064 bytes
wrote 46228160 bytes | received 46220064 bytes
wrote 46228160 bytes | received 46228160 bytes
wrote 46236256 bytes | received 46228160 bytes
wrote 46236256 bytes | received 46236256 bytes
wrote 46244352 bytes | received 46236256 bytes
wrote 46244352 bytes | received 46244352 bytes
wrote 46252448 bytes | received 46244352 bytes
wrote 46252448 bytes | received 46252448 bytes
wrote 46260544 bytes | received 46252448 bytes
wrote 46260544 bytes | received 46260544 bytes
wrote 46268640 bytes | received 46260544 bytes
wrote 46268640 bytes | received 46268640 bytes
wrote 46276736 bytes | received 46268640 bytes
wrote 46276736 bytes | received 46276736 bytes
wrote 46284832 bytes | received 46276736 bytes
wrote 46284832 bytes | received 46284832 bytes
wrote 46292928 bytes | received 46284832 bytes
wrote 46292928 bytes | received 46292928 bytes
wrote 46301024 bytes | received 46292928 bytes
wrote 46301024 bytes | received 46301024 bytes
wrote 46309120 bytes | received 46301024 bytes
wrote 46309120 bytes | received 46309120 bytes
wrote 46317216 bytes | received 46309120 bytes
wrote 46317216 bytes | received 46317216 bytes
wrote 46325312 bytes | received 46317216 bytes
wrote 46325312 bytes | received 46325312 bytes
wrote 46333408 bytes | received 46325312 bytes
wrote 46333408 bytes | received 46333408 bytes
wrote 46341504 bytes | received 46333408 bytes
wrote 46341504 bytes | received 46341504 bytes
wrote 46349600 bytes | received 46341504 bytes
wrote 46349600 bytes | received 46349600 bytes
wrote 46357696 bytes | received 46349600 bytes
wrote 46357696 bytes | received 46357696 bytes
wrote 46365792 bytes | received 46357696 bytes
wrote 46365792 bytes | received 46365792 bytes
wrote 46373888 bytes | received 46365792 bytes
wrote 46373888 bytes | received 46373888 bytes
wrote 46381984 bytes | received 46373888 bytes
wrote 46381984 bytes | received 46381984 bytes
wrote 46390080 bytes | received 46381984 bytes
wrote 46390080 bytes | received 46390080 bytes
wrote 46398176 bytes | received 46390080 bytes
wrote 46398176 bytes | received 46398176 bytes
wrote 46406272 bytes | received 46398176 bytes
wrote 46406272 bytes | received 46406272 bytes
wrote 46414368 bytes | received 46406272 bytes
wrote 46414368 bytes | received 46414368 bytes
wrote 46422464 bytes | received 46414368 bytes
wrote 46422464 bytes | received 46422464 bytes
wrote 46430560 bytes | received 46422464 bytes
wrote 46430560 bytes | received 46430560 bytes
wrote 46438656 bytes | received 46430560 bytes
wrote 46438656 bytes | received 46438656 bytes
wrote 46446752 bytes | received 46438656 bytes
wrote 46446752 bytes | received 46446752 bytes
wrote 46454848 bytes | received 46446752 bytes
wrote 46454848 bytes | received 46454848 bytes
wrote 46462944 bytes | received 46454848 bytes
wrote 46462944 bytes | received 46462944 bytes
wrote 46471040 bytes | received 46462944 bytes
wrote 46471040 bytes | received 46471040 bytes
wrote 46479136 bytes | received 46471040 bytes
wrote 46479136 bytes | received 46479136 bytes
wrote 46487232 bytes | received 46479136 bytes
wrote 46487232 bytes | received 46487232 bytes
wrote 46495328 bytes | received 46487232 bytes
wrote 46495328 bytes | received 46495328 bytes
wrote 46503424 bytes | received 46495328 bytes
wrote 46503424 bytes | received 46503424 bytes
wrote 46511520 bytes | received 46503424 bytes
wrote 46511520 bytes | received 46511520 bytes
wrote 46519616 bytes | received 46511520 bytes
wrote 46519616 bytes | received 46519616 bytes
wrote 46527712 bytes | received 46519616 bytes
wrote 46527712 bytes | received 46527712 bytes
wrote 46535808 bytes | received 46527712 bytes
wrote 46535808 bytes | received 46535808 bytes
wrote 46543904 bytes | received 46535808 bytes
wrote 46543904 bytes | received 46543904 bytes
wrote 46552000 bytes | received 46543904 bytes
wrote 46552000 bytes | received 46552000 bytes
wrote 46560096 bytes | received 46552000 bytes
wrote 46560096 bytes | received 46560096 bytes
wrote 46568192 bytes | received 46560096 bytes
wrote 46568192 bytes | received 46568192 bytes
wrote 46576288 bytes | received 46568192 bytes
wrote 46576288 bytes | received 46576288 bytes
wrote 46584384 bytes | received 46576288 bytes
wrote 46584384 bytes | received 46584384 bytes
wrote 46592480 bytes | received 46584384 bytes
wrote 46592480 bytes | received 46592480 bytes
wrote 46600576 bytes | received 46592480 bytes
wrote 46600576 bytes | received 46600576 bytes
wrote 46608672 bytes | received 46600576 bytes
wrote 46608672 bytes | received 46608672 bytes
wrote 46616768 bytes | received 46608672 bytes
wrote 46616768 bytes | received 46616768 bytes
wrote 46624864 bytes | received 46616768 bytes
wrote 46624864 bytes | received 46624864 bytes
wrote 46632960 bytes | received 46624864 bytes
wrote 46632960 bytes | received 46632960 bytes
wrote 46641056 bytes | received 46632960 bytes
wrote 46641056 bytes | received 46641056 bytes
wrote 46649152 bytes | received 46641056 bytes
wrote 46649152 bytes | received 46649152 bytes
wrote 46657248 bytes | received 46649152 bytes
wrote 46657248 bytes | received 46657248 bytes
wrote 46665344 bytes | received 46657248 bytes
wrote 46665344 bytes | received 46665344 bytes
wrote 46673440 bytes | received 46665344 bytes
wrote 46673440 bytes | received 46673440 bytes
wrote 46681536 bytes | received 46673440 bytes
wrote 46681536 bytes | received 46681536 bytes
wrote 46689632 bytes | received 46681536 bytes
wrote 46689632 bytes | received 46689632 bytes
wrote 46697728 bytes | received 46689632 bytes
wrote 46697728 bytes | received 46697728 bytes
wrote 46705824 bytes | received 46697728 bytes
wrote 46705824 bytes | received 46705824 bytes
wrote 46713920 bytes | received 46705824 bytes
wrote 46713920 bytes | received 46713920 bytes
wrote 46722016 bytes | received 46713920 bytes
wrote 46722016 bytes | received 46722016 bytes
wrote 46730112 bytes | received 46722016 bytes
wrote 46730112 bytes | received 46730112 bytes
wrote 46738208 bytes | received 46730112 bytes
wrote 46738208 bytes | received 46738208 bytes
wrote 46746304 bytes | received 46738208 bytes
wrote 46746304 bytes | received 46746304 bytes
wrote 46754400 bytes | received 46746304 bytes
wrote 46754400 bytes | received 46754400 bytes
wrote 46762496 bytes | received 46754400 bytes
wrote 46762496 bytes | received 46762496 bytes
wrote 46770592 bytes | received 46762496 bytes
wrote 46770592 bytes | received 46770592 bytes
wrote 46778688 bytes | received 46770592 bytes
wrote 46778688 bytes | received 46778688 bytes
wrote 46786784 bytes | received 46778688 bytes
wrote 46786784 bytes | received 46786784 bytes
wrote 46794880 bytes | received 46786784 bytes
wrote 46794880 bytes | received 46794880 bytes
wrote 46802976 bytes | received 46794880 bytes
wrote 46802976 bytes | received 46802976 bytes
wrote 46811072 bytes | received 46802976 bytes
wrote 46811072 bytes | received 46811072 bytes
wrote 46819168 bytes | received 46811072 bytes
wrote 46819168 bytes | received 46819168 bytes
wrote 46827264 bytes | received 46819168 bytes
wrote 46827264 bytes | received 46827264 bytes
wrote 46835360 bytes | received 46827264 bytes
wrote 46835360 bytes | received 46835360 bytes
wrote 46843456 bytes | received 46835360 bytes
wrote 46843456 bytes | received 46843456 bytes
wrote 46851552 bytes | received 46843456 bytes
wrote 46851552 bytes | received 46851552 bytes
wrote 46859648 bytes | received 46851552 bytes
wrote 46859648 bytes | received 46859648 bytes
wrote 46867744 bytes | received 46859648 bytes
wrote 46867744 bytes | received 46867744 bytes
wrote 46875840 bytes | received 46867744 bytes
wrote 46875840 bytes | received 46875840 bytes
wrote 46883936 bytes | received 46875840 bytes
wrote 46883936 bytes | received 46883936 bytes
wrote 46892032 bytes | received 46883936 bytes
wrote 46892032 bytes | received 46892032 bytes
wrote 46900128 bytes | received 46892032 bytes
wrote 46900128 bytes | received 46900128 bytes
wrote 46908224 bytes | received 46900128 bytes
wrote 46908224 bytes | received 46908224 bytes
wrote 46916320 bytes | received 46908224 bytes
wrote 46916320 bytes | received 46916320 bytes
wrote 46924416 bytes | received 46916320 bytes
wrote 46924416 bytes | received 46924416 bytes
wrote 46932512 bytes | received 46924416 bytes
wrote 46932512 bytes | received 46932512 bytes
wrote 46940608 bytes | received 46932512 bytes
wrote 46940608 bytes | received 46940608 bytes
wrote 46948704 bytes | received 46940608 bytes
wrote 46948704 bytes | received 46948704 bytes
wrote 46956800 bytes | received 46948704 bytes
wrote 46956800 bytes | received 46956800 bytes
wrote 46964896 bytes | received 46956800 bytes
wrote 46964896 bytes | received 46964896 bytes
wrote 46972992 bytes | received 46964896 bytes
wrote 46972992 bytes | received 46972992 bytes
wrote 46981088 bytes | received 46972992 bytes
wrote 46981088 bytes | received 46981088 bytes
wrote 46989184 bytes | received 46981088 bytes
wrote 46989184 bytes | received 46989184 bytes
wrote 46997280 bytes | received 46989184 bytes
wrote 46997280 bytes | received 46997280 bytes
wrote 47005376 bytes | received 46997280 bytes
wrote 47005376 bytes | received 47005376 bytes
wrote 47013472 bytes | received 47005376 bytes
wrote 47013472 bytes | received 47013472 bytes
wrote 47021568 bytes | received 47013472 bytes
wrote 47021568 bytes | received 47021568 bytes
wrote 47029664 bytes | received 47021568 bytes
wrote 47029664 bytes | received 47029664 bytes
wrote 47037760 bytes | received 47029664 bytes
wrote 47037760 bytes | received 47037760 bytes
wrote 47045856 bytes | received 47037760 bytes
reconnect()
disconnect()
connect()
wrote 0 bytes | received 47045856 bytes
wrote 8096 bytes | received 47045856 bytes
wrote 8096 bytes | received 47053952 bytes
wrote 16192 bytes | received 47053952 bytes
wrote 24288 bytes | received 47053952 bytes
wrote 32384 bytes | received 47053952 bytes
wrote 40480 bytes | received 47053952 bytes
wrote 48576 bytes | received 47053952 bytes
wrote 56672 bytes | received 47053952 bytes
wrote 64768 bytes | received 47053952 bytes
wrote 72864 bytes | received 47053952 bytes
wrote 80960 bytes | received 47053952 bytes
wrote 89056 bytes | received 47053952 bytes
wrote 97152 bytes | received 47053952 bytes
wrote 105248 bytes | received 47053952 bytes
wrote 113344 bytes | received 47053952 bytes
wrote 121440 bytes | received 47053952 bytes
wrote 129536 bytes | received 47053952 bytes
wrote 137632 bytes | received 47053952 bytes
wrote 145728 bytes | received 47053952 bytes
wrote 153824 bytes | received 47053952 bytes
wrote 161920 bytes | received 47053952 bytes
wrote 170016 bytes | received 47053952 bytes
wrote 178112 bytes | received 47053952 bytes
wrote 186208 bytes | received 47053952 bytes
wrote 194304 bytes | received 47053952 bytes
wrote 202400 bytes | received 47053952 bytes
wrote 210496 bytes | received 47053952 bytes
wrote 218592 bytes | received 47053952 bytes
wrote 226688 bytes | received 47053952 bytes
wrote 234784 bytes | received 47053952 bytes
wrote 242880 bytes | received 47053952 bytes
wrote 250976 bytes | received 47053952 bytes
wrote 259072 bytes | received 47053952 bytes
wrote 267168 bytes | received 47053952 bytes
wrote 275264 bytes | received 47053952 bytes
wrote 283360 bytes | received 47053952 bytes
wrote 291456 bytes | received 47053952 bytes
wrote 299552 bytes | received 47053952 bytes
wrote 307648 bytes | received 47053952 bytes
wrote 315744 bytes | received 47053952 bytes
wrote 323840 bytes | received 47053952 bytes
wrote 331936 bytes | received 47053952 bytes
wrote 340032 bytes | received 47053952 bytes
wrote 348128 bytes | received 47053952 bytes
wrote 356224 bytes | received 47053952 bytes
wrote 364320 bytes | received 47053952 bytes
wrote 372416 bytes | received 47053952 bytes
wrote 380512 bytes | received 47053952 bytes
wrote 388608 bytes | received 47053952 bytes
wrote 396704 bytes | received 47053952 bytes
wrote 404800 bytes | received 47053952 bytes
wrote 412896 bytes | received 47053952 bytes
wrote 420992 bytes | received 47053952 bytes
wrote 429088 bytes | received 47053952 bytes
wrote 437184 bytes | received 47053952 bytes
wrote 445280 bytes | received 47053952 bytes
wrote 453376 bytes | received 47053952 bytes
wrote 461472 bytes | received 47053952 bytes
wrote 469568 bytes | received 47053952 bytes
wrote 477664 bytes | received 47053952 bytes
wrote 485760 bytes | received 47053952 bytes
wrote 493856 bytes | received 47053952 bytes
wrote 501952 bytes | received 47053952 bytes
wrote 510048 bytes | received 47053952 bytes
wrote 518144 bytes | received 47053952 bytes
wrote 526240 bytes | received 47053952 bytes
wrote 534336 bytes | received 47053952 bytes
wrote 542432 bytes | received 47053952 bytes
wrote 550528 bytes | received 47053952 bytes
wrote 558624 bytes | received 47053952 bytes
wrote 566720 bytes | received 47053952 bytes
wrote 574816 bytes | received 47053952 bytes
wrote 582912 bytes | received 47053952 bytes
wrote 591008 bytes | received 47053952 bytes
wrote 599104 bytes | received 47053952 bytes
wrote 607200 bytes | received 47053952 bytes
wrote 615296 bytes | received 47053952 bytes
wrote 623392 bytes | received 47053952 bytes
wrote 631488 bytes | received 47053952 bytes
wrote 639584 bytes | received 47053952 bytes
wrote 647680 bytes | received 47053952 bytes
wrote 655776 bytes | received 47053952 bytes
wrote 663872 bytes | received 47053952 bytes
wrote 671968 bytes | received 47053952 bytes
wrote 680064 bytes | received 47053952 bytes
wrote 688160 bytes | received 47053952 bytes
wrote 696256 bytes | received 47053952 bytes
wrote 704352 bytes | received 47053952 bytes
wrote 712448 bytes | received 47053952 bytes
wrote 720544 bytes | received 47053952 bytes
wrote 728640 bytes | received 47053952 bytes
wrote 736736 bytes | received 47053952 bytes
wrote 744832 bytes | received 47053952 bytes
wrote 752928 bytes | received 47053952 bytes
wrote 761024 bytes | received 47053952 bytes
wrote 769120 bytes | received 47053952 bytes
wrote 777216 bytes | received 47053952 bytes
wrote 785312 bytes | received 47053952 bytes
wrote 793408 bytes | received 47053952 bytes
wrote 801504 bytes | received 47053952 bytes
wrote 809600 bytes | received 47053952 bytes
wrote 817696 bytes | received 47053952 bytes
wrote 825792 bytes | received 47053952 bytes
wrote 833888 bytes | received 47053952 bytes
wrote 841984 bytes | received 47053952 bytes
wrote 850080 bytes | received 47053952 bytes
wrote 858176 bytes | received 47053952 bytes
wrote 866272 bytes | received 47053952 bytes
wrote 874368 bytes | received 47053952 bytes
wrote 882464 bytes | received 47053952 bytes
wrote 890560 bytes | received 47053952 bytes
wrote 898656 bytes | received 47053952 bytes
wrote 906752 bytes | received 47053952 bytes
wrote 914848 bytes | received 47053952 bytes
wrote 922944 bytes | received 47053952 bytes
wrote 931040 bytes | received 47053952 bytes
wrote 939136 bytes | received 47053952 bytes
wrote 947232 bytes | received 47053952 bytes
wrote 955328 bytes | received 47053952 bytes
wrote 963424 bytes | received 47053952 bytes
wrote 971520 bytes | received 47053952 bytes
wrote 979616 bytes | received 47053952 bytes
wrote 987712 bytes | received 47053952 bytes
wrote 995808 bytes | received 47053952 bytes
wrote 1003904 bytes | received 47053952 bytes
wrote 1012000 bytes | received 47053952 bytes
wrote 1020096 bytes | received 47053952 bytes
wrote 1028192 bytes | received 47053952 bytes
wrote 1036288 bytes | received 47053952 bytes
wrote 1044384 bytes | received 47053952 bytes
wrote 1052480 bytes | received 47053952 bytes
wrote 1060576 bytes | received 47053952 bytes
wrote 1068672 bytes | received 47053952 bytes
wrote 1076768 bytes | received 47053952 bytes
wrote 1084864 bytes | received 47053952 bytes
wrote 1092960 bytes | received 47053952 bytes
wrote 1101056 bytes | received 47053952 bytes
wrote 1109152 bytes | received 47053952 bytes
wrote 1117248 bytes | received 47053952 bytes
wrote 1125344 bytes | received 47053952 bytes
wrote 1133440 bytes | received 47053952 bytes
wrote 1141536 bytes | received 47053952 bytes
wrote 1149632 bytes | received 47053952 bytes
wrote 1157728 bytes | received 47053952 bytes
wrote 1165824 bytes | received 47053952 bytes
wrote 1173920 bytes | received 47053952 bytes
wrote 1182016 bytes | received 47053952 bytes
wrote 1190112 bytes | received 47053952 bytes
wrote 1198208 bytes | received 47053952 bytes
wrote 1206304 bytes | received 47053952 bytes
wrote 1214400 bytes | received 47053952 bytes
wrote 1222496 bytes | received 47053952 bytes
wrote 1230592 bytes | received 47053952 bytes
wrote 1238688 bytes | received 47053952 bytes
wrote 1246784 bytes | received 47053952 bytes
wrote 1254880 bytes | received 47053952 bytes
wrote 1262976 bytes | received 47053952 bytes
wrote 1271072 bytes | received 47053952 bytes
wrote 1279168 bytes | received 47053952 bytes
wrote 1287264 bytes | received 47053952 bytes
wrote 1295360 bytes | received 47053952 bytes
wrote 1303456 bytes | received 47053952 bytes
wrote 1311552 bytes | received 47053952 bytes
wrote 1319648 bytes | received 47053952 bytes
wrote 1327744 bytes | received 47053952 bytes
wrote 1335840 bytes | received 47053952 bytes
wrote 1343936 bytes | received 47053952 bytes
wrote 1352032 bytes | received 47053952 bytes
wrote 1360128 bytes | received 47053952 bytes
wrote 1368224 bytes | received 47053952 bytes
wrote 1376320 bytes | received 47053952 bytes
wrote 1384416 bytes | received 47053952 bytes
wrote 1392512 bytes | received 47053952 bytes
wrote 1400608 bytes | received 47053952 bytes
wrote 1408704 bytes | received 47053952 bytes
wrote 1416800 bytes | received 47053952 bytes
wrote 1424896 bytes | received 47053952 bytes
wrote 1432992 bytes | received 47053952 bytes
wrote 1441088 bytes | received 47053952 bytes
wrote 1449184 bytes | received 47053952 bytes
wrote 1457280 bytes | received 47053952 bytes
wrote 1465376 bytes | received 47053952 bytes
wrote 1473472 bytes | received 47053952 bytes
wrote 1481568 bytes | received 47053952 bytes
wrote 1489664 bytes | received 47053952 bytes
wrote 1497760 bytes | received 47053952 bytes
wrote 1505856 bytes | received 47053952 bytes
wrote 1513952 bytes | received 47053952 bytes
wrote 1522048 bytes | received 47053952 bytes
wrote 1530144 bytes | received 47053952 bytes
wrote 1538240 bytes | received 47053952 bytes
wrote 1546336 bytes | received 47053952 bytes
wrote 1554432 bytes | received 47053952 bytes
wrote 1562528 bytes | received 47053952 bytes
wrote 1570624 bytes | received 47053952 bytes
wrote 1578720 bytes | received 47053952 bytes
wrote 1586816 bytes | received 47053952 bytes
wrote 1594912 bytes | received 47053952 bytes
wrote 1603008 bytes | received 47053952 bytes
wrote 1611104 bytes | received 47053952 bytes
wrote 1619200 bytes | received 47053952 bytes
wrote 1627296 bytes | received 47053952 bytes
wrote 1635392 bytes | received 47053952 bytes
wrote 1643488 bytes | received 47053952 bytes
wrote 1651584 bytes | received 47053952 bytes
wrote 1659680 bytes | received 47053952 bytes
wrote 1667776 bytes | received 47053952 bytes
wrote 1675872 bytes | received 47053952 bytes
wrote 1683968 bytes | received 47053952 bytes
wrote 1692064 bytes | received 47053952 bytes
wrote 1700160 bytes | received 47053952 bytes
wrote 1708256 bytes | received 47053952 bytes
wrote 1716352 bytes | received 47053952 bytes
wrote 1724448 bytes | received 47053952 bytes
wrote 1732544 bytes | received 47053952 bytes
wrote 1740640 bytes | received 47053952 bytes
wrote 1748736 bytes | received 47053952 bytes
wrote 1756832 bytes | received 47053952 bytes
