done writing
done reading
done reading
done writing
8096 bytes | received 8096 bytes
wrote 39184640 bytes | received 39184640 bytes
wrote 39192736 bytes | received 39184640 bytes
wrote 39192736 bytes | received 39192736 bytes
wrote 39200832 bytes | received 39192736 bytes
wrote 39200832 bytes | received 39200832 bytes
wrote 39208928 bytes | received 39200832 bytes
wrote 39208928 bytes | received 39208928 bytes
wrote 39217024 bytes | received 39208928 bytes
wrote 39217024 bytes | received 39217024 bytes
wrote 39225120 bytes | received 39217024 bytes
wrote 39225120 bytes | received 39225120 bytes
wrote 39233216 bytes | received 39225120 bytes
wrote 39233216 bytes | received 39233216 bytes
wrote 39241312 bytes | received 39233216 bytes
wrote 39241312 bytes | received 39241312 bytes
wrote 39249408 bytes | received 39241312 bytes
wrote 39249408 bytes | received 39249408 bytes
wrote 39257504 bytes | received 39249408 bytes
wrote 39257504 bytes | received 39257504 bytes
wrote 39265600 bytes | received 39257504 bytes
wrote 39265600 bytes | received 39265600 bytes
wrote 39273696 bytes | received 39265600 bytes
wrote 39273696 bytes | received 39273696 bytes
wrote 39281792 bytes | received 39273696 bytes
wrote 39281792 bytes | received 39281792 bytes
wrote 39289888 bytes | received 39281792 bytes
wrote 39289888 bytes | received 39289888 bytes
wrote 39297984 bytes | received 39289888 bytes
wrote 39297984 bytes | received 39297984 bytes
wrote 39306080 bytes | received 39297984 bytes
wrote 39306080 bytes | received 39306080 bytes
wrote 39314176 bytes | received 39306080 bytes
wrote 39314176 bytes | received 39314176 bytes
wrote 39322272 bytes | received 39314176 bytes
wrote 39322272 bytes | received 39322272 bytes
wrote 39330368 bytes | received 39322272 bytes
wrote 39330368 bytes | received 39330368 bytes
wrote 39338464 bytes | received 39330368 bytes
wrote 39338464 bytes | received 39338464 bytes
wrote 39346560 bytes | received 39338464 bytes
wrote 39346560 bytes | received 39346560 bytes
wrote 39354656 bytes | received 39346560 bytes
wrote 39354656 bytes | received 39354656 bytes
wrote 39362752 bytes | received 39354656 bytes
wrote 39362752 bytes | received 39362752 bytes
wrote 39370848 bytes | received 39362752 bytes
wrote 39370848 bytes | received 39370848 bytes
wrote 39378944 bytes | received 39370848 bytes
wrote 39378944 bytes | received 39378944 bytes
wrote 39387040 bytes | received 39378944 bytes
wrote 39387040 bytes | received 39387040 bytes
wrote 39395136 bytes | received 39387040 bytes
wrote 39395136 bytes | received 39395136 bytes
wrote 39403232 bytes | received 39395136 bytes
wrote 39403232 bytes | received 39403232 bytes
wrote 39411328 bytes | received 39403232 bytes
wrote 39411328 bytes | received 39411328 bytes
wrote 39419424 bytes | received 39411328 bytes
wrote 39419424 bytes | received 39419424 bytes
wrote 39427520 bytes | received 39419424 bytes
wrote 39427520 bytes | received 39427520 bytes
wrote 39435616 bytes | received 39427520 bytes
wrote 39435616 bytes | received 39435616 bytes
wrote 39443712 bytes | received 39435616 bytes
wrote 39443712 bytes | received 39443712 bytes
wrote 39451808 bytes | received 39443712 bytes
wrote 39451808 bytes | received 39451808 bytes
wrote 39459904 bytes | received 39451808 bytes
wrote 39459904 bytes | received 39459904 bytes
wrote 39468000 bytes | received 39459904 bytes
wrote 39468000 bytes | received 39468000 bytes
wrote 39476096 bytes | received 39468000 bytes
wrote 39476096 bytes | received 39476096 bytes
wrote 39484192 bytes | received 39476096 bytes
wrote 39484192 bytes | received 39484192 bytes
wrote 39492288 bytes | received 39484192 bytes
wrote 39492288 bytes | received 39492288 bytes
wrote 39500384 bytes | received 39492288 bytes
wrote 39500384 bytes | received 39500384 bytes
wrote 39508480 bytes | received 39500384 bytes
wrote 39508480 bytes | received 39508480 bytes
wrote 39516576 bytes | received 39508480 bytes
wrote 39516576 bytes | received 39516576 bytes
wrote 39524672 bytes | received 39516576 bytes
wrote 39524672 bytes | received 39524672 bytes
wrote 39532768 bytes | received 39524672 bytes
wrote 39532768 bytes | received 39532768 bytes
wrote 39540864 bytes | received 39532768 bytes
wrote 39540864 bytes | received 39540864 bytes
wrote 39548960 bytes | received 39540864 bytes
wrote 39548960 bytes | received 39548960 bytes
wrote 39557056 bytes | received 39548960 bytes
wrote 39557056 bytes | received 39557056 bytes
wrote 39565152 bytes | received 39557056 bytes
wrote 39565152 bytes | received 39565152 bytes
wrote 39573248 bytes | received 39565152 bytes
wrote 39573248 bytes | received 39573248 bytes
wrote 39581344 bytes | received 39573248 bytes
wrote 39581344 bytes | received 39581344 bytes
wrote 39589440 bytes | received 39581344 bytes
wrote 39589440 bytes | received 39589440 bytes
wrote 39597536 bytes | received 39589440 bytes
wrote 39597536 bytes | received 39597536 bytes
wrote 39605632 bytes | received 39597536 bytes
wrote 39605632 bytes | received 39605632 bytes
wrote 39613728 bytes | received 39605632 bytes
wrote 39613728 bytes | received 39613728 bytes
wrote 39621824 bytes | received 39613728 bytes
wrote 39621824 bytes | received 39621824 bytes
wrote 39629920 bytes | received 39621824 bytes
wrote 39629920 bytes | received 39629920 bytes
wrote 39638016 bytes | received 39629920 bytes
wrote 39638016 bytes | received 39638016 bytes
wrote 39646112 bytes | received 39638016 bytes
wrote 39646112 bytes | received 39646112 bytes
wrote 39654208 bytes | received 39646112 bytes
wrote 39654208 bytes | received 39654208 bytes
wrote 39662304 bytes | received 39654208 bytes
wrote 39662304 bytes | received 39662304 bytes
wrote 39670400 bytes | received 39662304 bytes
wrote 39670400 bytes | received 39670400 bytes
wrote 39678496 bytes | received 39670400 bytes
wrote 39678496 bytes | received 39678496 bytes
wrote 39686592 bytes | received 39678496 bytes
wrote 39686592 bytes | received 39686592 bytes
wrote 39694688 bytes | received 39686592 bytes
wrote 39694688 bytes | received 39694688 bytes
wrote 39702784 bytes | received 39694688 bytes
wrote 39702784 bytes | received 39702784 bytes
wrote 39710880 bytes | received 39702784 bytes
wrote 39710880 bytes | received 39710880 bytes
wrote 39718976 bytes | received 39710880 bytes
wrote 39718976 bytes | received 39718976 bytes
wrote 39727072 bytes | received 39718976 bytes
wrote 39727072 bytes | received 39727072 bytes
wrote 39735168 bytes | received 39727072 bytes
wrote 39735168 bytes | received 39735168 bytes
wrote 39743264 bytes | received 39735168 bytes
wrote 39743264 bytes | received 39743264 bytes
wrote 39751360 bytes | received 39743264 bytes
wrote 39751360 bytes | received 39751360 bytes
wrote 39759456 bytes | received 39751360 bytes
wrote 39759456 bytes | received 39759456 bytes
wrote 39767552 bytes | received 39759456 bytes
wrote 39767552 bytes | received 39767552 bytes
wrote 39775648 bytes | received 39767552 bytes
wrote 39775648 bytes | received 39775648 bytes
wrote 39783744 bytes | received 39775648 bytes
wrote 39783744 bytes | received 39783744 bytes
wrote 39791840 bytes | received 39783744 bytes
wrote 39791840 bytes | received 39791840 bytes
wrote 39799936 bytes | received 39791840 bytes
wrote 39799936 bytes | received 39799936 bytes
wrote 39808032 bytes | received 39799936 bytes
wrote 39808032 bytes | received 39808032 bytes
wrote 39816128 bytes | received 39808032 bytes
wrote 39816128 bytes | received 39816128 bytes
wrote 39824224 bytes | received 39816128 bytes
wrote 39824224 bytes | received 39824224 bytes
wrote 39832320 bytes | received 39824224 bytes
wrote 39832320 bytes | received 39832320 bytes
wrote 39840416 bytes | received 39832320 bytes
wrote 39840416 bytes | received 39840416 bytes
wrote 39848512 bytes | received 39840416 bytes
wrote 39848512 bytes | received 39848512 bytes
wrote 39856608 bytes | received 39848512 bytes
wrote 39856608 bytes | received 39856608 bytes
wrote 39864704 bytes | received 39856608 bytes
wrote 39864704 bytes | received 39864704 bytes
wrote 39872800 bytes | received 39864704 bytes
wrote 39872800 bytes | received 39872800 bytes
wrote 39880896 bytes | received 39872800 bytes
wrote 39880896 bytes | received 39880896 bytes
wrote 39888992 bytes | received 39880896 bytes
wrote 39888992 bytes | received 39888992 bytes
wrote 39897088 bytes | received 39888992 bytes
wrote 39897088 bytes | received 39897088 bytes
wrote 39905184 bytes | received 39897088 bytes
wrote 39905184 bytes | received 39905184 bytes
wrote 39913280 bytes | received 39905184 bytes
wrote 39913280 bytes | received 39913280 bytes
wrote 39921376 bytes | received 39913280 bytes
wrote 39921376 bytes | received 39921376 bytes
wrote 39929472 bytes | received 39921376 bytes
wrote 39929472 bytes | received 39929472 bytes
wrote 39937568 bytes | received 39929472 bytes
wrote 39937568 bytes | received 39937568 bytes
wrote 39945664 bytes | received 39937568 bytes
wrote 39945664 bytes | received 39945664 bytes
wrote 39953760 bytes | received 39945664 bytes
wrote 39953760 bytes | received 39953760 bytes
wrote 39961856 bytes | received 39953760 bytes
wrote 39961856 bytes | received 39961856 bytes
wrote 39969952 bytes | received 39961856 bytes
wrote 39969952 bytes | received 39969952 bytes
wrote 39978048 bytes | received 39969952 bytes
wrote 39978048 bytes | received 39978048 bytes
wrote 39986144 bytes | received 39978048 bytes
wrote 39986144 bytes | received 39986144 bytes
wrote 39994240 bytes | received 39986144 bytes
wrote 39994240 bytes | received 39994240 bytes
wrote 40002336 bytes | received 39994240 bytes
wrote 40002336 bytes | received 40002336 bytes
wrote 40010432 bytes | received 40002336 bytes
wrote 40010432 bytes | received 40010432 bytes
wrote 40018528 bytes | received 40010432 bytes
wrote 40018528 bytes | received 40018528 bytes
wrote 40026624 bytes | received 40018528 bytes
wrote 40026624 bytes | received 40026624 bytes
wrote 40034720 bytes | received 40026624 bytes
wrote 40034720 bytes | received 40034720 bytes
wrote 40042816 bytes | received 40034720 bytes
wrote 40042816 bytes | received 40042816 bytes
wrote 40050912 bytes | received 40042816 bytes
wrote 40050912 bytes | received 40050912 bytes
wrote 40059008 bytes | received 40050912 bytes
wrote 40059008 bytes | received 40059008 bytes
wrote 40067104 bytes | received 40059008 bytes
wrote 40067104 bytes | received 40067104 bytes
wrote 40075200 bytes | received 40067104 bytes
wrote 40075200 bytes | received 40075200 bytes
wrote 40083296 bytes | received 40075200 bytes
wrote 40083296 bytes | received 40083296 bytes
wrote 40091392 bytes | received 40083296 bytes
wrote 40091392 bytes | received 40091392 bytes
wrote 40099488 bytes | received 40091392 bytes
wrote 40099488 bytes | received 40099488 bytes
wrote 40107584 bytes | received 40099488 bytes
wrote 40107584 bytes | received 40107584 bytes
wrote 40115680 bytes | received 40107584 bytes
wrote 40115680 bytes | received 40115680 bytes
wrote 40123776 bytes | received 40115680 bytes
wrote 40123776 bytes | received 40123776 bytes
wrote 40131872 bytes | received 40123776 bytes
wrote 40131872 bytes | received 40131872 bytes
wrote 40139968 bytes | received 40131872 bytes
wrote 40139968 bytes | received 40139968 bytes
wrote 40148064 bytes | received 40139968 bytes
wrote 40148064 bytes | received 40148064 bytes
wrote 40156160 bytes | received 40148064 bytes
wrote 40156160 bytes | received 40156160 bytes
wrote 40164256 bytes | received 40156160 bytes
wrote 40164256 bytes | received 40164256 bytes
wrote 40172352 bytes | received 40164256 bytes
wrote 40172352 bytes | received 40172352 bytes
wrote 40180448 bytes | received 40172352 bytes
wrote 40180448 bytes | received 40180448 bytes
wrote 40188544 bytes | received 40180448 bytes
wrote 40188544 bytes | received 40188544 bytes
wrote 40196640 bytes | received 40188544 bytes
wrote 40196640 bytes | received 40196640 bytes
wrote 40204736 bytes | received 40196640 bytes
wrote 40204736 bytes | received 40204736 bytes
wrote 40212832 bytes | received 40204736 bytes
wrote 40212832 bytes | received 40212832 bytes
wrote 40220928 bytes | received 40212832 bytes
wrote 40220928 bytes | received 40220928 bytes
wrote 40229024 bytes | received 40220928 bytes
wrote 40229024 bytes | received 40229024 bytes
wrote 40237120 bytes | received 40229024 bytes
wrote 40237120 bytes | received 40237120 bytes
wrote 40245216 bytes | received 40237120 bytes
wrote 40245216 bytes | received 40245216 bytes
wrote 40253312 bytes | received 40245216 bytes
wrote 40253312 bytes | received 40253312 bytes
wrote 40261408 bytes | received 40253312 bytes
wrote 40261408 bytes | received 40261408 bytes
wrote 40269504 bytes | received 40261408 bytes
wrote 40269504 bytes | received 40269504 bytes
wrote 40277600 bytes | received 40269504 bytes
wrote 40277600 bytes | received 40277600 bytes
wrote 40285696 bytes | received 40277600 bytes
wrote 40285696 bytes | received 40285696 bytes
wrote 40293792 bytes | received 40285696 bytes
wrote 40293792 bytes | received 40293792 bytes
wrote 40301888 bytes | received 40293792 bytes
wrote 40301888 bytes | received 40301888 bytes
wrote 40309984 bytes | received 40301888 bytes
wrote 40309984 bytes | received 40309984 bytes
wrote 40318080 bytes | received 40309984 bytes
wrote 40318080 bytes | received 40318080 bytes
wrote 40326176 bytes | received 40318080 bytes
wrote 40326176 bytes | received 40326176 bytes
wrote 40334272 bytes | received 40326176 bytes
wrote 40334272 bytes | received 40334272 bytes
wrote 40342368 bytes | received 40334272 bytes
wrote 40342368 bytes | received 40342368 bytes
wrote 40350464 bytes | received 40342368 bytes
wrote 40350464 bytes | received 40350464 bytes
wrote 40358560 bytes | received 40350464 bytes
wrote 40358560 bytes | received 40358560 bytes
wrote 40366656 bytes | received 40358560 bytes
wrote 40366656 bytes | received 40366656 bytes
wrote 40374752 bytes | received 40366656 bytes
wrote 40374752 bytes | received 40374752 bytes
wrote 40382848 bytes | received 40374752 bytes
wrote 40382848 bytes | received 40382848 bytes
wrote 40390944 bytes | received 40382848 bytes
wrote 40390944 bytes | received 40390944 bytes
wrote 40399040 bytes | received 40390944 bytes
wrote 40399040 bytes | received 40399040 bytes
wrote 40407136 bytes | received 40399040 bytes
wrote 40407136 bytes | received 40407136 bytes
wrote 40415232 bytes | received 40407136 bytes
wrote 40415232 bytes | received 40415232 bytes
wrote 40423328 bytes | received 40415232 bytes
wrote 40423328 bytes | received 40423328 bytes
wrote 40431424 bytes | received 40423328 bytes
wrote 40431424 bytes | received 40431424 bytes
wrote 40439520 bytes | received 40431424 bytes
wrote 40439520 bytes | received 40439520 bytes
wrote 40447616 bytes | received 40439520 bytes
wrote 40447616 bytes | received 40447616 bytes
wrote 40455712 bytes | received 40447616 bytes
wrote 40455712 bytes | received 40455712 bytes
wrote 40463808 bytes | received 40455712 bytes
wrote 40463808 bytes | received 40463808 bytes
wrote 40471904 bytes | received 40463808 bytes
wrote 40471904 bytes | received 40471904 bytes
wrote 40480000 bytes | received 40471904 bytes
wrote 40480000 bytes | received 40480000 bytes
wrote 40488096 bytes | received 40480000 bytes
wrote 40488096 bytes | received 40488096 bytes
wrote 40496192 bytes | received 40488096 bytes
